iter	Passed	Remaining
439	7603	9676
440	7616	9654
441	7629	9631
442	7643	9610
443	7656	9588
444	7669	9565
445	7683	9544
446	7696	9521
447	7710	9499
448	7723	9477
449	7738	9458
450	7751	9436
451	7764	9414
452	7777	9391
453	7792	9371
454	7817	9364
455	7831	9343
456	7845	9321
457	7858	9300
458	7872	9279
459	7886	9257
460	7900	9236
461	7913	9214
462	7926	9193
463	7940	9172
464	7953	9150
465	7966	9129
466	7979	9107
467	7993	9086
468	8007	9066
469	8021	9045
470	8035	9025
471	8049	9004
472	8063	8984
473	8077	8963
474	8091	8943
475	8105	8922
476	8118	8901
477	8131	8879
478	8144	8858
479	8158	8838
480	8171	8817
481	8185	8796
482	8198	8775
483	8212	8755
484	8227	8736
485	8241	8716
486	8255	8695
487	8267	8674
488	8281	8653
489	8295	8633
490	8313	8618
491	8327	8598
492	8340	8577
493	8354	8557
494	8368	8537
495	8381	8517
496	8400	8501
497	8414	8481
498	8428	8462
499	8441	8441
500	8455	8421
501	8468	8400
502	8481	8380
503	8495	8360
504	8509	8340
505	8530	8328
506	8544	8308
507	8559	8289
508	8573	8270
509	8587	8250
510	8600	8230
511	8615	8211
512	8629	8192
513	8644	8173
514	8658	8154
515	8675	8137
516	8691	8119
517	8709	8104
518	8730	8091
519	8751	8078
520	8778	8070
521	8819	8075
522	8843	8066
523	8860	8048
524	8874	8029
525	8888	8010
526	8903	7990
527	8917	7971
528	8931	7952
529	8944	7931
530	8957	7911
531	8970	7891
532	8984	7872
533	8998	7852
534	9012	7833
535	9026	7813
536	9039	7794
537	9052	7774
538	9066	7754
539	9080	7735
540	9093	7715
541	9107	7695
542	9120	7675
543	9133	7655
544	9146	7635
545	9160	7616
546	9173	7597
547	9188	7578
548	9202	7559
549	9216	7540
550	9231	7522
551	9244	7502
552	9257	7483
553	9271	7464
554	9284	7443
555	9303	7429
556	9316	7410
557	9331	7391
558	9344	7372
559	9359	7353
560	9373	7334
561	9387	7315
562	9401	7297
563	9415	7278
564	9430	7260
565	9449	7245
566	9468	7230
567	9486	7214
568	9502	7198
569	9516	7178
570	9532	7161
571	9545	7142
572	9559	7123
573	9573	7105
574	9588	7087
575	9601	7067
576	9615	7049
577	9629	7030
578	9643	7011
579	9656	6992
580	9669	6973
581	9682	6954
582	9705	6941
583	9726	6928
584	9746	6913
585	9762	6896
586	9780	6881
587	9804	6870
588	9829	6858
589	9842	6839
590	9856	6821
591	9870	6802
592	9884	6784
593	9897	6765
594	9911	6746
595	9924	6727
596	9937	6708
597	9950	6689
598	9964	6670
599	9977	6651
600	9991	6633
601	10004	6614
602	10017	6595
603	10031	6576
604	10044	6558
605	10057	6539
606	10071	6520
607	10085	6502
608	10098	6483
609	10111	6464
610	10125	6446
611	10138	6427
612	10151	6408
613	10165	6390
614	10178	6372
615	10191	6353
616	10205	6334
617	10220	6317
618	10235	6299
619	10251	6283
620	10266	6265
621	10282	6248
622	10304	6235
623	10321	6219
624	10339	6203
625	10355	6186
626	10371	6170
627	10387	6153
628	10403	6136
629	10423	6121
630	10450	6111
631	10474	6099
632	10496	6085
633	10521	6073
634	10543	6060
635	10566	6047
636	10588	6033
637	10610	6020
638	10628	6004
639	10651	5991
640	10677	5979
641	10700	5966
642	10717	5950
643	10736	5935
644	10755	5919
645	10775	5904
646	10806	5895
647	10840	5888
648	10864	5875
649	10886	5861
650	10905	5846
651	10924	5830
652	10942	5814
653	10961	5799
654	10981	5783
655	10999	5767
656	11016	5751
657	11036	5736
658	11055	5720
659	11076	5706
660	11097	5691
661	11119	5677
662	11141	5662
663	11161	5648
664	11194	5639
665	11228	5630
666	11248	5615
667	11265	5599
668	11284	5583
669	11305	5568
670	11321	5550
671	11339	5534
672	11355	5517
673	11375	5502
674	11393	5485
675	11410	5469
676	11429	5453
677	11446	5436
678	11463	5419
679	11480	5402
680	11498	5386
681	11517	5370
682	11535	5353
683	11554	5337
684	11574	5322
685	11593	5306
686	11615	5291
687	11639	5278
688	11665	5265
689	11691	5252
690	11714	5238
691	11744	5227
692	11767	5212
693	11801	5203
694	11826	5189
695	11850	5176
696	11867	5159
697	11885	5142
698	11903	5125
699	11920	5108
700	11938	5092
701	11959	5076
702	11979	5060
703	11999	5045
704	12019	5029
705	12037	5012
706	12055	4995
707	12072	4978
708	12090	4962
709	12108	4945
710	12131	4930
711	12163	4920
712	12199	4910
713	12230	4898
714	12254	4884
715	12275	4869
716	12305	4856
717	12325	4841
718	12347	4825
719	12366	4809
720	12386	4793
721	12405	4776
722	12423	4759
723	12440	4742
724	12460	4726
725	12479	4709
726	12497	4692
727	12519	4677
728	12537	4660
729	12555	4643
730	12573	4626
731	12591	4610
732	12609	4592
733	12631	4577
734	12654	4562
735	12674	4546
736	12700	4532
737	12721	4516
738	12740	4499
739	12758	4482
740	12777	4466
741	12798	4450
742	12815	4432
743	12891	4435
744	12910	4418
745	12929	4402
746	12947	4385
747	12966	4368
748	12982	4350
749	13000	4333
750	13017	4315
751	13034	4298
752	13054	4282
753	13072	4265
754	13090	4248
755	13107	4230
756	13123	4212
757	13141	4195
758	13159	4178
759	13180	4162
760	13198	4145
761	13217	4128
762	13234	4110
763	13250	4093
764	13267	4075
765	13293	4060
766	13308	4042
767	13321	4024
768	13336	4006
769	13350	3987
770	13365	3969
771	13378	3951
772	13392	3932
773	13407	3914
774	13420	3896
775	13434	3878
776	13447	3859
777	13460	3840
778	13475	3823
779	13489	3804
780	13504	3786
781	13539	3774
782	13577	3762
783	13594	3745
784	13608	3727
785	13630	3711
786	13645	3693
787	13658	3674
788	13672	3656
789	13686	3638
790	13699	3619
791	13714	3601
792	13729	3583
793	13743	3565
794	13759	3547
795	13773	3529
796	13833	3523
797	13867	3510
798	13898	3496
799	13916	3479
800	13934	3461
801	13953	3444
802	13971	3427
803	13990	3410
804	14009	3393
805	14039	3379
806	14086	3369
807	14112	3353
808	14133	3336
809	14215	3334
810	14280	3327
811	14301	3311
812	14326	3295
813	14351	3279
814	14376	3263
815	14399	3246
816	14426	3231
817	14451	3215
818	14474	3198
819	14500	3182
820	14522	3166
821	14589	3159
822	14647	3150
823	14707	3141
824	14726	3123
825	14743	3105
826	14770	3089
827	14794	3073
828	14816	3056
829	14837	3039
830	14956	3041
831	14977	3024
832	14998	3006
833	15031	2991
834	15056	2975
835	15075	2957
836	15094	2939
837	15110	2921
838	15128	2903
839	15145	2884
840	15164	2867
841	15182	2848
842	15197	2830
843	15216	2812
844	15233	2794
845	15250	2776
846	15267	2757
847	15283	2739
848	15299	2721
849	15316	2702
850	15332	2684
851	15349	2666
852	15367	2648
853	15386	2630
854	15403	2612
855	15420	2594
856	15438	2576
857	15456	2558
858	15474	2540
859	15490	2521
860	15508	2503
861	15523	2485
862	15541	2467
863	15558	2449
864	15576	2430
865	15594	2412
866	15611	2394
867	15628	2376
868	15644	2358
869	15660	2340
870	15676	2321
871	15693	2303
872	15710	2285
873	15728	2267
874	15744	2249
875	15759	2230
876	15775	2212
877	15792	2194
878	15809	2176
879	15823	2157
880	15836	2139
881	15856	2121
882	15876	2103
883	15891	2085
884	15904	2066
885	15919	2048
886	15933	2029
887	15948	2011
888	15962	1993
889	15976	1974
890	15991	1956
891	16003	1937
892	16018	1919
893	16031	1900
894	16045	1882
895	16058	1863
896	16072	1845
897	16085	1827
898	16098	1808
899	16112	1790
900	16125	1771
901	16138	1753
902	16156	1735
903	16170	1717
904	16188	1699
905	16201	1680
906	16215	1662
907	16228	1644
908	16242	1626
909	16258	1607
910	16272	1589
911	16288	1571
912	16303	1553
913	16319	1535
914	16339	1517
915	16356	1499
916	16372	1481
917	16386	1463
918	16399	1445
919	16413	1427
920	16427	1409
921	16441	1390
922	16454	1372
923	16469	1354
924	16483	1336
925	16497	1318
926	16512	1300
927	16525	1282
928	16540	1264
929	16553	1245
930	16568	1227
931	16581	1209
932	16595	1191
933	16609	1173
934	16623	1155
935	16637	1137
936	16651	1119
937	16665	1101
938	16677	1083
939	16692	1065
940	16705	1047
941	16720	1029
942	16733	1011
943	16749	993
944	16763	975
945	16776	957
946	16790	939
947	16805	921
948	16819	903
949	16832	885
950	16848	868
951	16874	850
952	16888	832
953	16902	815
954	16917	797
955	16929	779
956	16943	761
957	16957	743
958	16970	725
959	16986	707
960	17008	690
961	17022	672
962	17035	654
963	17049	636
964	17064	618
965	17078	601
966	17092	583
967	17105	565
968	17120	547
969	17133	529
970	17146	512
971	17161	494
972	17174	476
973	17188	458
974	17202	441
975	17218	423
976	17231	405
977	17246	387
978	17261	370
979	17276	352
980	17289	334
981	17302	317
982	17316	299
983	17330	281
984	17344	264
985	17357	246
986	17370	228
987	17383	211
988	17397	193
989	17411	175
990	17424	158
991	17438	140
992	17452	123
993	17467	105
994	17484	87
995	17497	70
996	17510	52
997	17525	35
998	17539	17
999	17553	0
