iter	RMSE
596	4752.955875
597	4752.649117
598	4751.98294
599	4751.217572
600	4750.439759
601	4749.515682
602	4749.30035
603	4748.563741
604	4748.130018
605	4747.47975
606	4746.676465
607	4746.045363
608	4745.752324
609	4745.550849
610	4744.100256
611	4743.805104
612	4743.243151
613	4742.591281
614	4741.333941
615	4741.137452
616	4740.910048
617	4740.376218
618	4739.363966
619	4738.852274
620	4738.137385
621	4737.238844
622	4736.798263
623	4734.654966
624	4733.281561
625	4732.992772
626	4732.162868
627	4731.499295
628	4730.754288
629	4730.372484
630	4729.300293
631	4728.405324
632	4727.268141
633	4725.261655
634	4724.751094
635	4723.279752
636	4721.219789
637	4719.458636
638	4718.876205
639	4717.706702
640	4717.096255
641	4715.684052
642	4714.194872
643	4713.31789
644	4712.279588
645	4711.845715
646	4711.121673
647	4710.558223
648	4709.883272
649	4709.192184
650	4707.989844
651	4707.101194
652	4706.406538
653	4705.624731
654	4705.099084
655	4704.616812
656	4703.915149
657	4702.85075
658	4702.577642
659	4702.302304
660	4701.564554
661	4701.359669
662	4700.717052
663	4699.71833
664	4698.510024
665	4697.747917
666	4697.463482
667	4696.666372
668	4696.133003
669	4695.301627
670	4694.877698
671	4693.659213
672	4693.331654
673	4692.295993
674	4690.866061
675	4689.859455
676	4688.78556
677	4688.43268
678	4687.698573
679	4687.296556
680	4686.413794
681	4685.709098
682	4684.966284
683	4684.07307
684	4683.716625
685	4683.399653
686	4682.463533
687	4682.027485
688	4681.551557
689	4681.383746
690	4681.005612
691	4680.10515
692	4678.620004
693	4677.872703
694	4677.200043
695	4675.660491
696	4675.483072
697	4674.747544
698	4674.082965
699	4673.602617
700	4672.252593
701	4671.376148
702	4670.606893
703	4669.455934
704	4668.24321
705	4667.938973
706	4667.657102
707	4667.437461
708	4667.013354
709	4666.381805
710	4665.774822
711	4663.408181
712	4662.486824
713	4661.619006
714	4661.197237
715	4661.024577
716	4660.415068
717	4659.37144
718	4658.036426
719	4657.154777
720	4656.491017
721	4656.244325
722	4655.793506
723	4655.527609
724	4654.683088
725	4653.507597
726	4653.047963
727	4652.341466
728	4651.984439
729	4651.645937
730	4651.05438
731	4650.650896
732	4650.465122
733	4649.648218
734	4648.852095
735	4648.602866
736	4647.979532
737	4647.810915
738	4647.547324
739	4647.023252
740	4645.751373
741	4645.568982
742	4643.853605
743	4643.689237
744	4642.517115
745	4641.476321
746	4640.649736
747	4639.880902
748	4639.576395
749	4638.885935
750	4638.182643
751	4637.81835
752	4636.223749
753	4635.48926
754	4633.550794
755	4632.530696
756	4631.843337
757	4630.932347
758	4629.930714
759	4629.196866
760	4628.427805
761	4627.516256
762	4626.824568
763	4626.490019
764	4625.90805
765	4624.879751
766	4624.014057
767	4623.580811
768	4621.389326
769	4620.572132
770	4620.415051
771	4619.857436
772	4619.230963
773	4618.36586
774	4618.094093
775	4617.469852
776	4617.231049
777	4617.014274
778	4615.607786
779	4614.214718
780	4613.25451
781	4612.853065
782	4611.931399
783	4610.97766
784	4610.7585
785	4610.179307
786	4609.557923
787	4609.234726
788	4608.950291
789	4608.096987
790	4607.926183
791	4607.2441
792	4607.107272
793	4606.956978
794	4606.418297
795	4605.942688
796	4605.422805
797	4604.542114
798	4604.378688
799	4603.645375
800	4602.107484
801	4600.869006
802	4600.044597
803	4599.365391
804	4598.534714
805	4597.40508
806	4596.779869
807	4595.794917
808	4595.05115
809	4594.492596
810	4594.251771
811	4593.26463
812	4593.024134
813	4592.470939
814	4592.140325
815	4591.936659
816	4591.646259
817	4591.302626
818	4591.079598
819	4590.461523
820	4590.318007
821	4589.715016
822	4589.265808
823	4588.684231
824	4588.536611
825	4588.310595
826	4587.897306
827	4587.427833
828	4587.166177
829	4586.414315
830	4585.604772
831	4585.452991
832	4583.864465
833	4583.262508
834	4582.420447
835	4581.660155
836	4579.701655
837	4579.131144
838	4577.99766
839	4577.338414
840	4576.394597
841	4575.8866
842	4575.731635
843	4574.498086
844	4574.055305
845	4573.515855
846	4573.30226
847	4573.077444
848	4572.270443
849	4571.752593
850	4571.290418
851	4570.628353
852	4569.970492
853	4569.009797
854	4568.472989
855	4567.941159
856	4567.24211
857	4566.315062
858	4565.498074
859	4565.076774
860	4564.785185
861	4564.578515
862	4564.234988
863	4563.048038
864	4562.9137
865	4562.357104
866	4561.568421
867	4560.342156
868	4559.910951
869	4559.27502
870	4559.08635
871	4558.526002
872	4557.800228
873	4557.136
874	4556.739099
875	4556.561523
876	4556.014908
877	4555.227745
878	4554.612604
879	4554.141002
880	4554.010375
881	4553.556009
882	4552.852696
883	4552.259354
884	4551.753279
885	4550.468187
886	4549.717545
887	4549.067396
888	4548.777122
889	4548.25476
890	4547.459869
891	4547.242922
892	4546.129137
893	4545.995489
894	4545.233041
895	4545.059549
896	4544.525829
897	4544.138829
898	4543.705017
899	4543.445375
900	4543.273478
901	4542.936984
902	4542.81573
903	4542.087004
904	4541.395766
905	4541.079218
906	4540.645932
907	4540.214591
908	4539.811072
909	4539.123774
910	4538.38956
911	4537.476606
912	4536.904109
913	4536.434604
914	4535.587006
915	4535.036143
916	4534.506325
917	4534.243981
918	4534.12436
919	4532.917963
920	4531.691244
921	4530.525468
922	4529.67569
923	4529.056631
924	4528.515047
925	4528.310462
926	4527.621461
927	4527.446579
928	4526.446014
929	4526.329757
930	4525.771771
931	4525.203146
932	4524.146559
933	4523.117348
934	4522.31909
935	4521.632727
936	4520.910937
937	4520.554774
938	4520.307984
939	4519.386473
940	4519.19997
941	4518.536639
942	4518.378
943	4517.878054
944	4517.391559
945	4517.100047
946	4516.757229
947	4515.936031
948	4515.245042
949	4514.222794
950	4513.571405
951	4512.807151
952	4512.414852
953	4511.403585
954	4508.116534
955	4507.999887
956	4507.401354
957	4506.751061
958	4506.558723
959	4506.186553
960	4505.241465
961	4504.640262
962	4504.389013
963	4504.160984
964	4503.678621
965	4503.489947
966	4502.91102
967	4502.452826
968	4501.896473
969	4501.675761
970	4501.246232
971	4500.28236
972	4499.793011
973	4499.561255
974	4499.352433
975	4498.505874
976	4498.315599
977	4497.934987
978	4497.44568
979	4496.851852
980	4496.472511
981	4495.807799
982	4495.250544
983	4494.197167
984	4493.822943
985	4493.637546
986	4493.173889
987	4492.975589
988	4492.387854
989	4492.085839
990	4491.97062
991	4491.494399
992	4490.850818
993	4490.164421
994	4489.712249
995	4489.504645
996	4489.32264
997	4488.870295
998	4488.759052
999	4488.105607
