iter	RMSE
172	6548.631571
173	6545.789706
174	6543.004037
175	6536.131267
176	6533.520038
177	6525.246374
178	6521.133616
179	6518.606056
180	6514.300853
181	6510.522611
182	6502.628672
183	6499.791605
184	6494.947839
185	6492.62435
186	6488.765898
187	6481.228917
188	6478.88713
189	6468.110289
190	6464.490836
191	6461.999849
192	6458.076438
193	6453.523485
194	6449.898492
195	6447.053979
196	6444.480131
197	6442.032174
198	6432.077732
199	6424.665327
200	6422.221379
201	6418.58166
202	6414.697124
203	6412.217215
204	6408.101054
205	6404.782776
206	6397.609429
207	6394.151825
208	6392.116253
209	6389.637654
210	6386.089892
211	6384.052939
212	6381.888814
213	6372.518685
214	6370.243649
215	6366.058316
216	6363.028158
217	6354.358411
218	6347.555521
219	6345.256791
220	6338.366484
221	6331.876465
222	6328.614401
223	6326.52209
224	6323.447762
225	6321.47863
226	6318.176552
227	6315.168169
228	6313.328813
229	6311.508864
230	6309.563204
231	6306.723217
232	6303.913249
233	6302.014791
234	6298.895523
235	6297.24237
236	6290.996009
237	6284.681056
238	6281.325422
239	6279.442426
240	6276.341168
241	6270.444971
242	6268.239547
243	6263.077934
244	6257.486513
245	6255.817811
246	6253.286721
247	6247.460538
248	6242.789302
249	6237.510095
250	6234.885825
251	6232.059734
252	6229.343683
253	6223.882359
254	6220.513738
255	6215.830183
256	6213.036189
257	6211.356978
258	6209.816997
259	6206.98934
260	6202.878835
261	6201.031354
262	6198.372205
263	6196.407639
264	6194.516594
265	6192.341007
266	6190.568204
267	6188.860133
268	6183.821777
269	6182.004402
270	6177.687613
271	6175.196366
272	6170.413595
273	6165.382382
274	6160.644652
275	6156.634659
276	6152.152707
277	6149.132203
278	6145.119375
279	6137.940598
280	6135.048713
281	6133.468069
282	6130.730225
283	6127.876939
284	6126.245501
285	6123.851183
286	6119.481983
287	6115.771241
288	6113.555173
289	6112.315171
290	6110.498243
291	6108.935042
292	6106.697008
293	6103.136889
294	6099.841747
295	6096.739706
296	6092.59437
297	6091.15052
298	6089.490294
299	6086.970468
300	6084.541005
301	6082.48282
302	6078.494667
303	6072.038142
304	6069.511866
305	6067.274307
306	6065.835992
307	6064.395857
308	6063.107026
309	6061.580379
310	6059.457627
311	6057.557035
312	6056.197616
313	6052.951952
314	6046.924518
315	6042.675649
316	6040.309709
317	6037.766592
318	6035.58361
319	6031.818143
320	6030.537599
321	6028.131395
322	6026.175014
323	6024.50231
324	6023.252457
325	6017.660553
326	6016.492827
327	6015.384066
328	6013.546755
329	6009.623381
330	6008.365362
331	6004.767102
332	6002.56411
333	6001.274971
334	6000.056388
335	5998.270448
336	5996.455431
337	5993.008625
338	5991.793334
339	5990.22486
340	5988.984649
341	5983.75185
342	5982.38749
343	5980.657102
344	5979.611691
345	5977.622792
346	5974.015736
347	5972.548178
348	5969.15223
349	5966.359798
350	5964.298936
351	5962.653212
352	5960.054555
353	5956.849856
354	5954.357901
355	5951.334459
356	5948.488264
357	5946.488009
358	5941.72745
359	5940.545052
360	5938.630465
361	5937.201164
362	5935.382772
363	5933.128765
364	5928.727804
365	5927.211504
366	5925.406765
367	5923.06091
368	5921.697148
369	5920.366749
370	5918.791558
371	5917.227039
372	5915.517269
373	5912.457929
374	5909.731978
375	5908.848987
376	5907.29161
377	5905.050479
378	5902.199265
379	5900.926749
380	5899.444985
381	5896.866735
382	5895.584871
383	5893.571726
384	5892.11502
385	5891.203562
386	5890.246071
387	5887.787524
388	5886.583937
389	5882.602435
390	5879.823372
391	5877.805891
392	5875.834629
393	5874.707689
394	5873.113965
395	5871.966299
396	5870.564709
397	5868.716056
398	5867.322922
399	5866.228757
400	5863.578624
401	5862.66374
402	5860.340577
403	5858.990933
404	5856.79467
405	5853.097224
406	5850.560137
407	5848.708801
408	5846.146996
409	5842.713764
410	5841.389981
411	5837.915611
412	5836.959703
413	5834.87678
414	5833.159683
415	5831.778016
416	5830.668907
417	5828.96706
418	5828.105158
419	5825.757105
420	5823.804926
421	5821.909547
422	5820.607434
423	5819.026901
424	5816.659527
425	5815.428765
426	5813.547347
427	5811.336549
428	5810.528398
429	5809.48272
430	5808.250953
431	5804.903498
432	5803.364585
433	5802.382732
434	5801.351763
435	5800.118469
436	5798.310695
437	5795.167113
438	5793.688949
439	5792.889685
440	5791.271191
441	5790.062266
442	5788.838817
443	5786.717254
444	5784.998643
445	5783.53683
446	5781.439385
447	5780.058303
448	5779.161244
449	5777.501813
450	5776.37893
451	5774.721541
452	5773.81163
453	5771.83959
454	5768.739534
455	5767.373126
456	5766.50141
457	5765.372482
458	5764.491592
459	5763.194584
460	5762.083975
461	5760.979672
462	5759.400377
463	5758.647962
464	5757.669076
465	5756.973049
466	5756.293133
467	5755.178751
468	5754.134471
469	5753.308154
470	5751.356471
471	5749.766029
472	5748.47084
473	5747.71776
474	5746.660277
475	5745.694938
476	5744.139609
477	5743.338596
478	5740.445729
479	5738.904922
480	5737.090271
481	5734.35617
482	5733.380916
483	5731.933272
484	5730.706812
485	5729.675885
486	5728.175629
487	5727.220046
488	5726.3097
489	5724.498706
490	5723.743155
491	5722.755946
492	5720.114719
493	5718.699082
494	5717.900483
495	5716.647474
496	5715.683532
497	5713.967301
498	5713.174464
499	5712.020722
500	5710.455432
501	5708.016091
502	5706.597928
503	5705.632612
504	5704.71141
505	5703.733104
506	5702.325837
507	5699.827873
508	5699.187026
509	5698.468769
510	5697.742484
511	5697.038441
512	5695.680863
513	5693.231454
514	5692.388321
515	5691.326914
516	5689.667235
517	5688.763326
518	5687.451299
519	5685.851092
520	5685.196298
521	5684.341148
522	5683.475299
523	5682.579439
524	5681.704613
525	5680.281006
526	5678.993108
527	5678.144171
528	5677.60167
529	5676.326217
530	5674.811253
531	5673.718292
532	5673.018831
533	5672.210003
534	5670.878628
535	5670.063763
536	5667.736156
537	5665.445206
538	5664.225493
539	5663.225697
540	5662.408621
541	5661.713282
542	5659.553864
543	5658.692035
544	5658.050919
545	5657.216418
546	5656.581848
547	5656.000766
548	5655.177714
549	5654.064697
550	5653.404378
551	5652.145311
552	5651.191693
553	5649.676487
554	5648.458014
555	5647.691211
556	5646.273328
557	5644.227079
558	5643.074531
559	5642.291416
560	5641.544211
561	5640.524375
562	5638.472787
563	5637.647582
564	5636.995348
565	5636.257199
566	5635.503951
567	5634.727912
568	5633.92122
569	5631.663373
570	5631.068976
571	5630.327951
572	5628.387851
573	5627.157899
574	5626.201473
575	5623.849642
576	5621.202812
577	5619.040891
578	5617.839726
579	5617.127725
580	5615.295477
581	5614.727426
582	5613.971426
583	5613.230006
584	5612.204466
585	5610.116791
586	5609.447093
587	5608.09016
588	5607.405895
589	5606.699682
590	5605.969024
591	5603.987409
592	5602.25694
593	5601.515273
594	5599.018012
595	5597.091089
596	5595.945232
597	5595.051583
598	5594.095797
599	5593.247455
600	5592.042719
601	5591.498903
602	5590.417732
603	5589.714076
604	5588.875507
605	5588.379543
606	5587.83688
607	5586.795209
608	5585.517585
609	5584.833752
610	5583.200695
611	5582.502016
612	5581.803806
613	5580.789242
614	5579.999766
615	5578.13971
616	5577.576926
617	5576.943243
618	5576.306369
619	5575.618599
620	5574.730892
621	5573.755165
622	5572.468905
623	5571.35478
624	5570.256425
625	5568.145235
626	5566.276028
627	5565.072653
628	5563.231622
629	5560.881866
630	5560.206891
631	5558.709814
632	5558.205652
633	5557.567668
634	5555.787436
635	5555.240996
636	5554.576985
637	5553.555016
638	5552.779052
639	5552.166692
640	5551.573889
641	5550.944748
642	5549.990169
643	5548.51415
644	5547.984994
645	5547.489025
646	5546.859391
647	5544.842162
648	5542.628332
649	5542.187941
650	5540.515162
651	5539.448175
652	5538.840997
653	5538.214212
654	5536.540368
655	5535.975529
656	5535.535571
657	5533.619705
658	5531.53591
659	5529.881617
660	5528.4802
661	5521.890383
662	5521.300708
663	5520.72729
664	5520.272549
665	5518.67252
666	5517.0486
667	5516.546432
668	5515.921002
669	5509.692504
670	5508.984395
671	5507.892334
672	5507.150074
673	5506.131762
674	5505.524684
675	5504.825946
676	5504.347963
677	5503.820128
678	5503.322694
679	5502.180916
680	5501.624848
681	5499.615517
682	5499.061871
683	5497.98816
684	5497.549162
685	5496.97208
686	5495.132113
687	5491.543622
688	5485.671811
689	5480.138704
690	5478.387078
691	5476.847413
692	5476.175715
693	5475.731297
694	5474.726329
695	5474.122835
696	5473.226283
697	5471.57328
698	5469.583969
699	5469.166167
700	5467.275004
701	5465.739119
702	5464.846629
703	5464.260498
704	5459.039242
705	5458.070065
706	5457.533925
707	5455.654369
708	5453.865924
709	5452.32478
710	5448.919472
711	5443.984039
712	5443.038972
713	5442.092302
714	5440.504894
715	5439.986644
716	5439.4943
717	5438.03454
718	5434.8056
719	5433.7994
720	5433.141182
721	5431.632816
722	5431.270004
723	5430.653717
724	5429.809745
725	5428.876664
726	5424.203938
727	5422.520659
728	5421.617419
729	5421.054419
730	5419.629561
731	5415.222094
732	5414.334395
733	5413.830276
734	5413.330231
735	5412.774414
736	5411.178654
737	5410.293389
738	5409.755126
739	5408.967427
740	5405.91036
741	5404.559855
742	5403.610283
743	5402.987763
744	5398.81893
745	5397.953681
746	5394.024682
747	5392.628672
748	5391.341972
749	5390.507567
750	5390.105435
751	5388.274238
752	5387.783688
753	5387.198225
754	5386.741752
755	5386.161181
756	5385.265579
757	5384.79742
758	5384.27484
759	5383.442209
760	5383.019306
761	5382.505625
762	5381.261852
763	5379.652023
764	5376.754768
765	5373.028813
766	5371.698159
767	5370.15279
768	5369.600559
769	5369.070622
770	5365.552964
771	5364.364301
772	5364.019238
773	5362.75616
774	5362.011952
775	5358.692833
776	5357.796092
777	5356.997657
778	5355.872093
779	5355.398965
780	5354.875337
781	5353.421491
782	5352.978888
783	5352.595113
784	5352.240935
785	5351.386767
786	5350.176977
787	5349.056143
788	5346.324354
789	5343.182121
790	5342.654288
791	5341.826815
792	5340.757388
793	5340.322579
794	5339.827422
795	5339.461247
796	5339.033997
797	5338.617611
798	5337.799625
799	5336.703381
800	5335.215342
801	5333.444469
802	5332.958891
803	5332.563863
804	5332.095662
805	5330.424932
806	5329.996823
807	5329.715936
808	5329.347783
809	5326.764957
810	5325.287602
811	5324.815496
812	5324.035231
813	5321.063577
814	5319.90697
815	5319.395199
816	5319.132081
817	5318.774106
818	5315.973482
819	5315.548568
820	5315.107547
821	5314.309979
822	5313.256712
823	5312.879941
824	5312.408419
825	5311.959453
826	5311.617126
827	5311.30908
828	5310.984904
829	5310.479278
830	5309.481566
831	5309.081792
832	5307.690518
833	5307.289481
834	5306.176507
835	5305.884159
836	5303.235056
837	5302.897405
838	5302.14768
839	5301.807017
840	5301.391609
841	5300.661434
842	5300.228554
843	5299.485418
844	5299.099797
845	5296.681498
846	5296.004866
847	5293.499579
848	5292.545093
849	5291.663339
850	5291.357567
851	5288.992556
852	5288.095367
853	5287.262913
854	5286.990204
855	5286.610635
856	5286.199238
857	5285.882472
858	5285.160241
859	5284.859576
860	5283.553006
861	5282.913669
862	5282.284203
863	5281.500105
864	5280.648343
865	5280.256668
866	5280.016628
867	5277.785122
868	5277.088848
869	5276.37714
870	5276.063047
871	5275.586014
872	5273.866595
873	5273.611541
874	5273.262835
875	5272.897547
876	5272.536123
877	5270.26068
878	5268.146991
879	5267.331324
880	5267.051521
881	5266.361927
882	5266.087761
883	5265.482879
884	5265.076645
885	5263.081988
886	5262.352188
887	5261.574461
888	5261.288918
889	5260.93127
890	5260.206562
891	5258.322434
892	5258.094245
893	5257.395738
894	5257.120047
895	5256.035536
896	5255.349206
897	5254.996631
898	5253.630372
899	5252.874922
900	5252.481897
901	5250.855188
902	5250.585123
903	5249.053953
904	5246.831441
905	5246.479701
906	5245.200575
907	5244.809852
908	5244.439103
909	5244.107218
910	5243.445754
911	5243.067389
912	5242.347894
913	5241.98374
914	5241.04401
915	5240.686964
916	5238.565723
917	5236.78184
918	5235.102057
919	5234.764054
920	5234.010553
921	5233.101544
922	5232.759799
923	5232.181002
924	5231.017843
925	5230.696022
926	5229.632954
927	5228.921171
928	5228.543753
929	5228.282095
930	5226.705329
931	5226.043033
932	5225.694352
933	5224.99746
934	5223.579128
935	5223.223404
936	5222.895514
937	5222.544759
938	5220.448638
939	5220.084972
940	5219.529122
941	5218.155972
942	5217.493812
943	5217.280389
944	5216.61861
945	5216.258797
946	5215.987207
947	5215.674856
948	5214.082132
949	5213.835133
950	5213.584993
951	5212.948311
952	5212.737129
953	5212.104993
954	5210.088848
955	5209.761302
956	5208.253268
957	5207.935038
958	5207.522428
959	5206.898787
960	5206.216352
961	5204.79182
962	5204.136338
963	5203.503993
964	5203.244987
965	5202.482266
966	5202.272565
967	5201.664899
968	5201.402397
969	5200.791454
970	5200.562322
971	5200.358
972	5199.530754
973	5199.051795
974	5197.086044
975	5196.558048
976	5196.215262
977	5195.154065
978	5194.837043
979	5194.59532
980	5194.311584
981	5193.02182
982	5192.161188
983	5191.961136
984	5191.651196
985	5190.305976
986	5189.806915
987	5189.172271
988	5188.871727
989	5188.066541
990	5187.761503
991	5187.464377
992	5187.159883
993	5186.966088
994	5185.072167
995	5184.344516
996	5183.750642
997	5183.084813
998	5182.789874
999	5181.517648
