iter	Passed	Remaining
342	3081	5902
343	3092	5896
344	3101	5887
345	3112	5883
346	3126	5883
347	3137	5878
348	3149	5874
349	3161	5870
350	3172	5866
351	3184	5862
352	3194	5854
353	3204	5847
354	3216	5844
355	3228	5840
356	3241	5838
357	3249	5827
358	3259	5819
359	3268	5809
360	3277	5802
361	3305	5825
362	3316	5819
363	3328	5816
364	3343	5817
365	3354	5810
366	3364	5802
367	3373	5793
368	3383	5785
369	3394	5779
370	3403	5769
371	3415	5766
372	3427	5761
373	3435	5750
374	3446	5743
375	3454	5732
376	3465	5726
377	3473	5714
378	3482	5706
379	3494	5701
380	3504	5693
381	3514	5685
382	3524	5677
383	3536	5672
384	3547	5667
385	3557	5658
386	3565	5648
387	3576	5641
388	3586	5633
389	3597	5626
390	3607	5618
391	3615	5607
392	3624	5598
393	3634	5590
394	3645	5584
395	3657	5578
396	3666	5569
397	3675	5559
398	3687	5554
399	3695	5543
400	3705	5535
401	3714	5525
402	3722	5513
403	3731	5504
404	3739	5493
405	3748	5483
406	3759	5477
407	3769	5468
408	3779	5460
409	3787	5450
410	3795	5439
411	3803	5428
412	3811	5417
413	3819	5406
414	3832	5401
415	3844	5396
416	3857	5392
417	3866	5382
418	3877	5376
419	3888	5369
420	3898	5362
421	3918	5366
422	3933	5365
423	3945	5359
424	3956	5353
425	3968	5347
426	3979	5340
427	3990	5333
428	4001	5326
429	4010	5315
430	4019	5305
431	4027	5295
432	4035	5284
433	4044	5274
434	4054	5265
435	4063	5256
436	4072	5246
437	4081	5237
438	4089	5226
439	4097	5214
440	4105	5203
441	4113	5193
442	4123	5184
443	4134	5177
444	4144	5169
445	4152	5158
446	4162	5149
447	4171	5140
448	4182	5132
449	4194	5126
450	4205	5119
451	4217	5112
452	4226	5102
453	4234	5092
454	4246	5086
455	4257	5079
456	4268	5071
457	4277	5061
458	4287	5052
459	4295	5042
460	4307	5036
461	4338	5052
462	4354	5050
463	4363	5040
464	4371	5029
465	4379	5018
466	4386	5006
467	4394	4995
468	4406	4989
469	4417	4981
470	4425	4970
471	4434	4960
472	4443	4950
473	4453	4942
474	4462	4931
475	4471	4922
476	4479	4910
477	4486	4899
478	4495	4890
479	4505	4880
480	4514	4870
481	4522	4860
482	4531	4850
483	4542	4842
484	4548	4830
485	4557	4820
486	4566	4810
487	4576	4801
488	4588	4794
489	4599	4787
490	4607	4776
491	4618	4769
492	4630	4762
493	4642	4755
494	4655	4749
495	4663	4739
496	4674	4730
497	4683	4721
498	4693	4712
499	4702	4702
500	4713	4694
501	4722	4684
502	4729	4673
503	4741	4666
504	4753	4659
505	4764	4651
506	4772	4641
507	4781	4631
508	4790	4620
509	4800	4612
510	4810	4603
511	4821	4595
512	4831	4586
513	4839	4576
514	4848	4566
515	4860	4559
516	4871	4551
517	4883	4543
518	4896	4537
519	4913	4535
520	4925	4528
521	4934	4518
522	4947	4511
523	4957	4503
524	4969	4496
525	4980	4488
526	4991	4479
527	4999	4468
528	5008	4459
529	5017	4449
530	5027	4440
531	5039	4433
532	5052	4427
533	5063	4418
534	5073	4409
535	5084	4401
536	5096	4394
537	5109	4387
538	5120	4379
539	5132	4371
540	5143	4364
541	5152	4353
542	5160	4343
543	5171	4334
544	5183	4327
545	5194	4319
546	5206	4311
547	5218	4303
548	5229	4296
549	5241	4288
550	5252	4280
551	5264	4272
552	5276	4264
553	5286	4256
554	5294	4245
555	5302	4234
556	5310	4223
557	5321	4214
558	5330	4205
559	5330	4205
560	5343	4189
561	5352	4179
562	5364	4171
563	5372	4160
564	5380	4149
565	5388	4138
566	5395	4127
567	5403	4116
568	5410	4105
569	5418	4094
570	5425	4083
571	5432	4072
572	5440	4061
573	5447	4049
574	5454	4038
575	5463	4028
576	5475	4021
577	5484	4011
578	5492	4000
579	5499	3989
580	5506	3977
581	5513	3966
582	5521	3956
583	5528	3945
584	5536	3934
585	5544	3923
586	5551	3912
587	5558	3901
588	5565	3890
589	5573	3879
590	5580	3868
591	5588	3857
592	5595	3846
593	5603	3836
594	5611	3825
595	5619	3815
596	5626	3804
597	5633	3793
598	5641	3782
599	5648	3772
600	5658	3762
601	5666	3752
602	5676	3743
603	5683	3732
604	5690	3721
605	5698	3711
606	5706	3700
607	5713	3689
608	5723	3680
609	5731	3670
610	5739	3660
611	5748	3650
612	5755	3639
613	5763	3629
614	5770	3618
615	5778	3607
616	5786	3597
617	5793	3587
618	5807	3580
619	5819	3572
620	5827	3562
621	5837	3553
622	5844	3542
623	5852	3532
624	5859	3521
625	5868	3511
626	5877	3502
627	5886	3492
628	5898	3484
629	5906	3474
630	5914	3464
631	5925	3455
632	5936	3447
633	5943	3436
634	5951	3426
635	5961	3417
636	5974	3410
637	5982	3399
638	5989	3389
639	5998	3379
640	6006	3369
641	6013	3358
642	6021	3348
643	6029	3338
644	6036	3327
645	6044	3317
646	6051	3306
647	6059	3296
648	6067	3286
649	6074	3276
650	6082	3265
651	6089	3255
652	6096	3244
653	6103	3234
654	6111	3223
655	6118	3213
656	6125	3202
657	6133	3192
658	6141	3182
659	6150	3173
660	6157	3162
661	6165	3152
662	6172	3142
663	6180	3132
664	6187	3121
665	6195	3111
666	6202	3101
667	6209	3090
668	6216	3080
669	6227	3071
670	6236	3062
671	6244	3052
672	6251	3041
673	6258	3031
674	6266	3021
675	6273	3011
676	6280	3000
677	6287	2990
678	6294	2980
679	6301	2969
680	6309	2959
681	6328	2955
682	6348	2950
683	6360	2942
684	6371	2934
685	6380	2924
686	6388	2914
687	6395	2904
688	6403	2894
689	6410	2884
690	6420	2875
691	6427	2864
692	6434	2854
693	6441	2844
694	6449	2834
695	6461	2826
696	6476	2819
697	6487	2810
698	6496	2801
699	6508	2793
700	6520	2784
701	6528	2775
702	6536	2765
703	6544	2755
704	6555	2747
705	6566	2738
706	6576	2729
707	6586	2720
708	6593	2710
709	6602	2700
710	6609	2690
711	6618	2680
712	6625	2670
713	6632	2660
714	6640	2650
715	6647	2640
716	6654	2630
717	6662	2620
718	6670	2610
719	6677	2600
720	6685	2590
721	6692	2580
722	6699	2570
723	6707	2560
724	6714	2550
725	6721	2540
726	6728	2530
727	6736	2520
728	6743	2510
729	6750	2500
730	6761	2491
731	6770	2482
732	6778	2472
733	6786	2462
734	6795	2453
735	6803	2443
736	6811	2434
737	6818	2424
738	6826	2414
739	6833	2404
740	6841	2394
741	6850	2385
742	6857	2375
743	6865	2365
744	6872	2355
745	6879	2345
746	6886	2335
747	6894	2325
748	6902	2316
749	6909	2306
750	6916	2296
751	6923	2286
752	6930	2276
753	6938	2266
754	6946	2257
755	6957	2248
756	6965	2238
757	6977	2230
758	6985	2220
759	6992	2210
760	6999	2201
761	7007	2191
762	7019	2183
763	7027	2173
764	7035	2164
765	7042	2154
766	7049	2144
767	7057	2134
768	7066	2125
769	7073	2115
770	7081	2105
771	7088	2096
772	7095	2086
773	7103	2076
774	7109	2066
775	7116	2057
776	7124	2047
777	7131	2037
778	7140	2028
779	7151	2019
780	7159	2010
781	7166	2000
782	7174	1990
783	7181	1981
784	7188	1971
785	7196	1961
786	7204	1952
787	7217	1944
788	7226	1934
789	7233	1925
790	7241	1915
791	7248	1905
792	7255	1896
793	7262	1886
794	7269	1876
795	7277	1867
796	7285	1858
797	7292	1848
798	7301	1838
799	7310	1829
800	7317	1820
801	7325	1810
802	7332	1801
803	7351	1794
804	7371	1787
805	7382	1779
806	7393	1770
807	7401	1760
808	7408	1751
809	7415	1741
810	7423	1732
811	7430	1722
812	7442	1714
813	7454	1705
814	7462	1695
815	7469	1686
816	7476	1676
817	7482	1666
818	7489	1657
819	7497	1647
820	7504	1638
821	7511	1628
822	7521	1619
823	7534	1611
824	7542	1601
825	7549	1592
826	7557	1582
827	7564	1573
828	7571	1563
829	7578	1554
830	7586	1544
831	7592	1534
832	7600	1525
833	7607	1516
834	7615	1506
835	7624	1497
836	7632	1488
837	7640	1478
838	7647	1469
839	7654	1459
840	7661	1450
841	7669	1440
842	7677	1431
843	7686	1422
844	7693	1412
845	7701	1403
846	7710	1394
847	7720	1385
848	7731	1376
849	7742	1367
850	7754	1359
851	7763	1350
852	7771	1340
853	7779	1331
854	7788	1322
855	7795	1312
856	7804	1303
857	7811	1294
858	7819	1285
859	7826	1275
860	7834	1266
861	7841	1256
862	7848	1247
863	7856	1238
864	7864	1228
865	7872	1219
866	7878	1210
867	7886	1200
868	7894	1191
869	7903	1182
870	7914	1173
871	7923	1164
872	7935	1155
873	7947	1147
874	7954	1137
875	7962	1128
876	7968	1118
877	7976	1109
878	7984	1100
879	7991	1091
880	7998	1081
881	8005	1072
882	8013	1062
883	8019	1053
884	8028	1044
885	8036	1035
886	8044	1026
887	8055	1017
888	8062	1007
889	8069	998
890	8076	989
891	8083	979
892	8090	970
893	8098	961
894	8105	951
895	8112	942
896	8119	933
897	8126	924
898	8133	914
899	8141	905
900	8148	896
901	8159	887
902	8169	878
903	8178	869
904	8186	860
905	8196	851
906	8204	842
907	8212	833
908	8219	823
909	8226	814
910	8233	805
911	8241	796
912	8248	786
913	8260	778
914	8267	768
915	8275	759
916	8282	750
917	8291	741
918	8299	732
919	8306	723
920	8313	713
921	8320	704
922	8329	695
923	8337	686
924	8346	677
925	8353	668
926	8362	659
927	8392	651
928	8406	643
929	8421	634
930	8434	625
931	8444	616
932	8451	607
933	8458	598
934	8465	589
935	8473	579
936	8480	570
937	8487	561
938	8494	552
939	8501	543
940	8508	534
941	8516	524
942	8523	515
943	8530	506
944	8537	497
945	8544	488
946	8552	479
947	8561	470
948	8568	460
949	8576	451
950	8583	442
951	8590	433
952	8597	424
953	8604	415
954	8612	406
955	8620	397
956	8629	388
957	8636	379
958	8644	369
959	8651	360
960	8659	351
961	8666	342
962	8674	333
963	8681	324
964	8689	315
965	8696	306
966	8703	297
967	8710	288
968	8717	279
969	8724	270
970	8731	261
971	8738	251
972	8746	242
973	8754	233
974	8761	224
975	8769	215
976	8776	206
977	8787	197
978	8797	188
979	8805	179
980	8816	170
981	8828	161
982	8837	152
983	8845	143
984	8855	134
985	8867	126
986	8876	117
987	8889	108
988	8899	99
989	8906	90
990	8915	81
991	8929	72
992	8941	63
993	8951	54
994	8963	45
995	8974	36
996	8986	27
997	8995	18
998	9003	9
999	9011	0
